Type,Value,Type,Value,Type,Value,Type,Value
Data Source,acase02 : TMD : TCCT_SAT_ACASE02,Data Source,acase02 : TMD : TCCT_SAT_ACASE02,Data Source,acase02 : TMD : TCCT_SAT_ACASE02,Data Source,acase02 : TMD : TCCT_SAT_ACASE02
Element,ADCS,Element,CAJA_ELECTRONICA,Element,COM1,Element,TL_detector
,,,,,,,
,,,,,,,
Time[s],Average Temperature,Time[s],Average Temperature,Time[s],Average Temperature,Time[s],Average Temperature
0.0,60.932344291139714,0.0,48.75806427755895,0.0,54.38523031433524,0.0,-49.76596765878787
545.3057861328125,60.9331980649928,545.3057861328125,48.75435824303657,545.3057861328125,54.390615543018235,545.3057861328125,-49.433502690971636
1090.611572265625,60.933865735795486,1090.611572265625,48.768417748361315,1090.611572265625,54.394365448301876,1090.611572265625,-49.188645753295724
1635.9173583984375,60.93445518421038,1635.9173583984375,48.79889819494461,1635.9173583984375,54.39796559400312,1635.9173583984375,-49.143851897596605
2181.22314453125,60.935183715461385,2181.22314453125,48.832306400778826,2181.22314453125,54.40112802039036,2181.22314453125,-49.227695827278254
2726.5289306640625,60.93623428791789,2726.5289306640625,48.84674282803175,2726.5289306640625,54.39982913246026,2726.5289306640625,-49.41526875183865
3271.834716796875,60.93755519006363,3271.834716796875,48.84805524136598,3271.834716796875,54.39616132050668,3271.834716796875,-49.62690537495028
3817.1405029296875,60.93902630444609,3817.1405029296875,48.8311961436591,3817.1405029296875,54.39159957476093,3817.1405029296875,-49.84286493757817
4362.4462890625,60.9404423763184,4362.4462890625,48.802965831645075,4362.4462890625,54.38865869565071,4362.4462890625,-50.03480354529199
4907.7520751953125,60.94167112149574,4907.7520751953125,48.7836815668149,4907.7520751953125,54.390731607591796,4907.7520751953125,-50.05194721605905
5453.0576171875,60.94270570092749,5453.0576171875,48.76902377146385,5453.0576171875,54.39603013152967,5453.0576171875,-49.76487075417096
