Type,Value,Type,Value,Type,Value
Data Source,acase01 : TMD : TCCT_SAT_ACASE01,Data Source,acase01 : TMD : TCCT_SAT_ACASE01,Data Source,acase01 : TMD : TCCT_SAT_ACASE01
Element,COM2,Element,SP1,Element,SP2
,,,,,
,,,,,
Time[s],Average Temperature,Time[s],Average Temperature,Time[s],Average Temperature
0.0,-39.75858269357626,0.0,18.074212667415892,0.0,14.57882577210325
545.3057861328125,-39.62632695463239,545.3057861328125,24.56850018412913,545.3057861328125,20.769098101385577
1090.611572265625,-39.54906499963379,1090.611572265625,25.447583576862133,1090.611572265625,21.902164411599554
1635.9173583984375,-38.8828607920721,1635.9173583984375,25.471449979790748,1635.9173583984375,22.331490042151245
2181.22314453125,-39.679695597892696,2181.22314453125,12.15879373192999,2181.22314453125,9.889277136238187
2726.5289306640625,-41.76919832178889,2726.5289306640625,-3.1952210740927467,2726.5289306640625,-4.8803671245120555
3271.834716796875,-43.43666552485786,3271.834716796875,-12.074039219763284,3271.834716796875,-13.45744816313704
3817.1405029296875,-44.807357129268574,3817.1405029296875,-18.258588148759205,3817.1405029296875,-19.458910448165945
4362.4462890625,-42.962757928469394,4362.4462890625,-8.435841000990912,4362.4462890625,-10.103131486499308
4907.7520751953125,-40.857124925097345,4907.7520751953125,4.698858362189794,4907.7520751953125,1.9849811261920054
5453.0576171875,-39.7586320030923,5453.0576171875,18.07414489666958,5453.0576171875,14.578755767725994
